cpu_usage,memory_usage,net_upload_mbps,net_download_mbps,disk_read_mbps,disk_write_mbps,idle
26.97,23.16,2.2,30.44,30.74,48.41,0
85.7,22.3,4.35,30.17,8.44,40.03,0
61.75,22.97,5.71,28.13,49.58,39.06,0
62.9,23.16,17.55,66.32,47.58,17.66,0
71.76,22.94,8.47,88.57,49.09,27.22,0
55.4,21.98,17.2,66.32,7.01,29.4,0
78.39,21.3,7.24,49.84,40.94,7.09,0
49.85,22.06,5.37,37.1,49.92,42.14,0
90.28,22.42,7.48,33.22,15.53,42.36,0
37.71,22.18,8.16,53.14,28.77,44.99,0
88.14,21.3,9.39,75.91,46.86,45.84,0
35.43,20.52,10.06,46.0,33.84,47.51,0
53.89,20.0,4.66,89.94,48.41,26.54,0
78.9,20.12,14.25,38.69,44.93,48.91,0
62.43,20.0,6.65,60.53,24.78,18.6,0
38.95,20.0,4.76,56.49,32.08,32.39,0
51.59,20.3,16.85,50.24,49.45,24.78,0
23.78,20.0,13.41,85.89,47.41,49.88,0
63.15,20.82,9.56,58.56,12.09,43.53,0
53.72,21.64,6.33,18.38,35.77,19.05,0
70.33,21.89,13.27,58.14,7.06,46.94,0
94.55,22.42,11.21,72.46,7.53,33.43,0
11.7,21.57,0.39,0.23,1.95,1.99,1
14.05,20.78,0.14,0.69,0.68,1.94,1
7.52,21.21,0.21,0.33,1.29,0.26,1
14.71,21.25,0.4,0.86,0.72,0.65,1
0.78,21.89,0.47,0.14,1.81,0.17,1
2.36,22.0,0.02,0.72,0.56,1.43,1
1.72,22.21,0.47,0.45,1.47,1.0,1
4.61,22.55,0.1,0.54,0.88,0.78,1
10.39,22.03,0.02,0.34,0.82,0.19,1
0.87,22.46,0.5,0.74,0.17,0.04,1
6.64,23.03,0.39,0.92,1.2,0.37,1
14.34,23.5,0.29,0.68,0.67,0.76,1
13.92,23.56,0.31,0.79,0.34,0.42,1
2.73,23.49,0.32,0.29,1.58,1.62,1
2.79,22.52,0.32,0.99,1.25,0.07,1
4.87,22.18,0.1,0.81,1.69,0.52,1
3.62,22.44,0.45,0.5,1.31,0.83,1
5.85,21.74,0.17,0.63,1.18,0.59,1
5.59,21.22,0.21,0.63,1.83,0.07,1
2.99,21.41,0.25,0.43,1.46,0.48,1
13.27,20.88,0.46,0.96,1.55,1.81,1
3.04,21.16,0.0,0.71,1.87,0.37,1
11.22,20.86,0.46,0.65,1.94,0.69,1
8.19,21.35,0.19,0.0,1.46,1.5,1
5.24,20.6,0.26,0.36,0.03,1.12,1
1.29,21.56,0.38,0.01,1.92,1.03,1
0.96,21.08,0.29,0.35,1.69,0.72,1
12.88,20.59,0.19,0.02,0.78,1.31,1
6.54,20.43,0.03,0.59,1.51,0.83,1
1.42,21.33,0.1,0.15,0.96,1.06,1
1.19,20.74,0.3,0.53,1.03,1.75,1
0.71,20.36,0.34,0.35,0.04,0.5,1
9.29,21.31,0.09,0.41,0.96,0.92,1
0.78,21.22,0.48,0.58,1.59,0.86,1
13.2,22.02,0.45,0.24,0.4,0.99,1
4.9,21.82,0.33,0.71,1.56,1.13,1
14.51,21.34,0.31,0.73,0.69,1.34,1
3.75,21.54,0.36,0.52,1.37,0.54,1
6.71,21.05,0.3,0.29,1.43,1.61,1
4.58,20.84,0.33,0.7,1.41,1.37,1
5.98,21.72,0.13,0.16,1.39,0.19,1
12.42,21.03,0.43,0.91,0.82,1.69,1
0.42,21.54,0.39,0.07,1.98,1.35,1
3.76,21.93,0.34,0.04,1.68,0.34,1
3.44,21.41,0.03,0.48,0.34,1.46,1
5.2,20.77,0.28,0.28,0.76,1.63,1
1.32,21.35,0.16,0.42,1.09,0.74,1
0.69,21.37,0.22,0.38,1.3,1.93,1
14.8,21.0,0.15,0.03,0.33,0.79,1
1.55,21.77,0.22,0.34,0.25,0.59,1
42.65,21.51,14.57,63.14,24.22,15.76,0
64.41,21.39,7.66,25.42,10.24,44.59,0
66.89,22.24,10.32,87.89,29.61,26.64,0
73.98,22.33,3.12,21.88,40.42,42.61,0
61.58,23.25,13.01,46.72,35.61,9.88,0
76.26,23.58,12.99,35.05,12.24,23.42,0
67.53,23.48,8.27,63.26,41.62,6.18,0
76.89,22.59,11.38,66.89,28.25,49.63,0
56.83,23.52,2.74,20.18,22.24,12.0,0
91.01,23.77,7.39,65.78,29.02,41.7,0
20.02,24.59,15.5,75.95,27.94,45.63,0
59.29,23.95,12.55,99.67,18.45,19.61,0
87.19,24.65,15.15,15.04,49.18,37.89,0
23.61,25.29,10.59,71.37,29.43,35.0,0
48.08,25.02,17.12,20.48,17.19,6.95,0
48.49,24.12,16.3,67.05,24.65,34.35,0
33.52,24.57,12.91,65.93,39.84,23.13,0
71.3,25.57,19.3,25.44,29.83,32.08,0
35.09,24.66,10.94,37.89,28.67,15.45,0
62.94,25.56,7.38,22.28,19.58,7.22,0
63.59,25.71,16.48,45.2,45.65,26.75,0
56.88,25.92,14.93,58.83,17.22,11.55,0
56.69,25.07,2.82,42.58,28.16,42.21,0
46.14,25.06,16.63,66.6,18.05,43.04,0
57.38,24.71,19.56,94.98,21.13,11.33,0
22.29,24.74,1.39,42.57,47.35,44.21,0
62.39,24.03,1.11,25.47,6.11,38.95,0
85.18,24.83,13.22,26.79,12.1,33.24,0
73.88,25.33,7.62,60.8,18.98,49.96,0
66.08,25.12,9.04,63.72,20.37,6.3,0
89.79,24.6,12.9,12.98,44.82,17.1,0
42.28,24.24,11.97,56.75,27.11,37.29,0
78.65,24.2,4.33,79.35,34.87,35.74,0
70.03,24.35,2.52,85.9,7.5,11.69,0
75.46,24.32,2.45,92.47,48.81,32.27,0
75.6,25.17,7.24,51.86,46.23,48.0,0
39.68,24.92,5.42,33.28,24.86,19.14,0
66.55,24.01,15.49,74.88,41.65,6.45,0
79.2,24.29,11.13,59.92,7.37,16.49,0
84.44,24.37,18.42,52.54,29.55,42.49,0
58.76,24.41,18.2,80.04,45.91,14.82,0
83.19,24.64,3.11,80.49,13.23,41.37,0
34.49,25.44,9.99,69.78,33.52,24.23,0
58.94,25.49,10.61,10.91,46.5,12.97,0
80.27,25.62,5.09,55.1,15.83,39.19,0
84.2,25.39,18.0,66.63,37.64,29.71,0
68.61,25.26,18.26,44.58,19.15,22.48,0
25.52,25.49,10.47,51.96,31.48,21.33,0
85.87,25.9,19.15,60.44,6.92,48.62,0
45.2,26.7,3.8,18.62,12.55,7.05,0
8.16,27.64,0.35,0.83,1.58,1.77,1
6.64,28.01,0.48,0.72,0.14,1.36,1
13.6,27.14,0.19,0.58,0.02,0.66,1
7.88,26.38,0.41,0.21,1.05,0.41,1
7.71,26.48,0.04,0.59,0.06,0.21,1
8.91,25.74,0.01,0.57,1.68,1.44,1
8.93,26.44,0.34,0.04,1.71,1.81,1
12.39,26.77,0.37,0.63,1.36,1.61,1
4.98,27.68,0.19,0.9,0.03,1.4,1
10.62,27.25,0.5,0.69,0.07,1.65,1
6.75,27.51,0.16,0.27,0.86,0.76,1
12.22,28.31,0.15,0.21,1.33,1.34,1
0.34,28.18,0.43,0.52,1.24,0.18,1
3.49,28.36,0.13,0.5,1.62,1.49,1
8.14,27.82,0.21,0.97,1.12,0.51,1
9.21,28.15,0.26,0.01,1.66,1.41,1
1.12,27.46,0.18,0.94,1.73,0.57,1
6.79,26.58,0.18,0.68,1.93,0.73,1
13.47,25.98,0.02,0.95,1.33,1.88,1
0.71,26.63,0.24,0.45,0.66,1.92,1
9.96,27.48,0.08,0.73,1.45,0.85,1
2.59,27.11,0.13,0.06,1.59,1.24,1
2.54,26.63,0.02,0.17,0.91,0.49,1
13.15,26.58,0.26,0.73,0.07,0.73,1
2.88,26.28,0.06,0.87,1.88,0.16,1
14.38,26.23,0.04,0.64,1.94,1.96,1
2.52,26.76,0.1,0.89,1.82,1.22,1
11.12,26.23,0.33,0.83,1.37,1.07,1
11.18,27.11,0.24,0.29,1.6,1.39,1
2.57,27.42,0.32,0.24,1.81,0.2,1
11.89,26.43,0.18,0.95,1.7,0.59,1
4.52,26.38,0.14,0.89,1.93,0.14,1
8.27,26.7,0.05,0.38,0.63,1.07,1
10.58,26.6,0.07,0.81,1.36,1.78,1
13.42,27.03,0.43,0.44,0.76,1.87,1
13.93,27.97,0.4,0.61,0.23,0.58,1
4.86,27.56,0.05,0.71,1.47,0.57,1
7.09,28.17,0.01,0.79,0.63,1.71,1
9.95,28.86,0.16,0.52,0.89,0.68,1
7.3,29.04,0.42,0.11,0.28,1.95,1
7.7,29.18,0.26,0.22,1.44,0.17,1
8.6,28.37,0.46,0.53,0.27,1.15,1
3.14,29.23,0.02,0.51,0.17,0.94,1
10.82,28.3,0.04,0.22,1.35,1.79,1
12.21,29.0,0.28,0.55,1.92,1.5,1
5.37,28.47,0.28,0.62,0.64,1.14,1
2.24,28.76,0.19,0.74,1.83,0.92,1
1.64,28.27,0.45,0.57,1.56,1.59,1
7.98,27.87,0.48,0.09,1.37,1.92,1
12.94,26.94,0.47,0.75,0.46,0.67,1
82.36,27.45,17.14,65.11,20.86,8.46,0
74.49,27.71,18.34,74.4,42.29,38.57,0
52.02,27.29,18.14,66.84,22.93,8.76,0
60.78,27.89,6.24,26.02,28.73,12.64,0
56.33,28.51,11.9,19.0,19.61,23.45,0
77.76,29.41,5.24,63.54,15.96,49.47,0
62.24,30.33,14.28,81.14,37.44,36.49,0
64.73,29.8,13.09,85.68,35.15,37.98,0
47.85,30.02,3.8,53.05,25.51,49.87,0
78.98,29.61,7.35,84.0,32.68,36.36,0
61.15,30.55,13.05,60.96,46.18,45.42,0
70.06,30.03,19.47,84.09,17.19,24.23,0
20.31,29.65,4.57,5.39,37.39,24.15,0
77.13,29.27,16.82,97.65,33.89,25.77,0
36.67,28.66,5.05,43.87,49.63,5.04,0
34.13,28.47,14.63,38.49,25.58,11.69,0
27.74,28.92,11.13,14.3,40.57,30.5,0
51.39,28.85,8.25,14.33,28.57,28.15,0
75.54,28.01,16.82,76.33,11.47,32.99,0
72.1,27.72,8.25,17.59,43.79,32.63,0
22.3,27.0,11.21,92.71,31.84,48.72,0
62.62,27.22,16.16,54.93,9.1,31.23,0
74.65,27.03,15.46,78.22,34.85,14.71,0
78.21,26.48,19.12,12.5,29.1,19.06,0
57.94,27.41,12.52,5.93,40.11,41.89,0
33.55,27.98,12.3,45.53,20.07,30.45,0
21.73,27.75,19.42,81.94,38.8,39.22,0
76.37,27.86,8.35,90.38,12.98,18.16,0
43.94,27.58,9.06,51.78,43.54,28.54,0
38.58,27.02,8.76,53.99,38.58,10.45,0
48.47,27.03,7.85,42.22,40.71,19.59,0
66.79,27.65,5.41,73.28,29.62,25.11,0
38.26,28.28,17.78,58.3,32.41,44.38,0
65.12,27.46,15.31,46.17,29.63,7.79,0
82.21,27.03,2.13,21.09,40.81,5.05,0
63.8,27.48,12.31,78.83,27.77,27.92,0
57.4,26.48,12.56,90.29,23.07,22.33,0
66.01,26.02,1.57,52.89,41.19,29.75,0
78.96,26.83,6.12,74.64,32.46,12.65,0
35.05,25.86,19.8,5.69,16.86,13.99,0
74.93,26.18,14.18,80.27,16.55,25.0,0
52.98,26.62,14.25,65.23,10.16,40.15,0
69.19,26.08,3.95,30.46,22.69,17.6,0
80.4,25.46,13.13,58.72,15.17,46.31,0
79.62,24.89,19.37,74.07,49.68,34.3,0
35.29,25.53,7.17,5.68,35.68,17.09,0
46.94,26.04,10.12,96.74,15.9,37.46,0
36.57,25.99,10.52,38.27,39.74,33.01,0
78.45,26.55,5.47,76.59,43.94,44.54,0
50.6,27.52,19.65,41.06,33.74,12.25,0
10.59,27.86,0.38,0.07,1.53,1.55,1
4.45,27.56,0.24,0.11,0.94,0.49,1
2.52,27.35,0.12,0.08,1.84,1.06,1
8.07,28.3,0.31,0.92,0.36,0.59,1
5.63,27.86,0.01,0.15,0.05,1.98,1
13.86,27.82,0.5,0.6,0.07,0.16,1
6.15,28.21,0.3,0.44,1.87,1.07,1
13.46,28.24,0.07,0.23,0.21,0.28,1
4.89,27.43,0.21,0.98,0.31,1.08,1
4.85,27.21,0.26,0.95,0.78,0.13,1
2.27,27.43,0.11,0.62,0.13,0.93,1
6.39,27.08,0.01,0.99,0.73,1.56,1
7.18,27.86,0.19,0.34,0.04,0.72,1
10.39,27.16,0.07,0.59,1.78,1.4,1
13.03,28.02,0.15,0.45,1.05,1.7,1
13.95,28.05,0.0,0.92,0.11,0.53,1
7.25,27.6,0.3,0.48,1.87,0.48,1
13.82,27.99,0.04,0.61,1.36,1.01,1
2.67,28.08,0.43,0.14,0.8,0.15,1
10.08,28.03,0.47,0.74,1.08,1.87,1
8.46,28.14,0.3,0.41,1.68,0.37,1
10.86,27.93,0.45,0.88,1.02,1.29,1
7.08,28.63,0.45,0.93,1.79,0.28,1
14.23,29.62,0.18,0.52,1.56,1.12,1
6.89,29.71,0.36,0.79,0.99,1.71,1
6.23,29.21,0.05,0.39,1.47,1.84,1
5.39,29.45,0.08,0.69,1.92,1.28,1
8.35,30.25,0.04,0.73,1.2,1.32,1
11.78,29.46,0.39,0.93,1.98,1.16,1
6.94,29.93,0.39,0.03,0.11,0.13,1
7.57,29.46,0.18,0.11,1.46,0.64,1
9.82,30.05,0.28,0.36,1.28,0.54,1
3.52,29.28,0.08,0.78,1.42,0.37,1
12.59,29.29,0.39,0.33,1.32,0.25,1
0.38,29.18,0.2,0.07,0.95,0.84,1
0.78,28.92,0.18,0.76,0.74,1.43,1
6.41,29.14,0.28,0.95,0.22,0.07,1
14.24,29.25,0.49,0.48,0.94,1.29,1
9.55,29.53,0.44,0.75,0.99,0.92,1
6.89,30.17,0.23,0.02,0.35,0.98,1
4.25,30.88,0.26,0.34,0.21,1.92,1
1.27,30.36,0.36,0.35,1.99,0.6,1
8.56,31.2,0.42,0.19,1.42,0.12,1
1.31,32.18,0.46,0.49,0.9,1.95,1
9.79,32.32,0.06,0.51,1.06,1.03,1
0.38,32.45,0.36,0.71,0.23,1.14,1
10.27,33.0,0.04,0.63,0.56,1.01,1
10.61,33.71,0.06,0.59,1.94,0.31,1
10.57,33.43,0.39,0.28,0.58,1.81,1
1.04,34.18,0.3,0.12,1.59,1.28,1
78.86,35.12,3.13,41.2,39.86,23.78,0
75.18,35.59,1.29,88.6,9.54,11.32,0
84.87,35.24,11.19,32.46,20.81,20.43,0
38.22,35.92,12.57,90.54,18.82,13.4,0
75.63,36.15,18.69,20.72,11.49,29.36,0
56.01,36.01,12.38,22.14,26.58,34.61,0
70.96,35.06,9.57,36.69,18.66,23.49,0
70.14,34.59,17.06,38.69,7.07,49.4,0
29.5,34.42,8.03,75.16,18.23,30.86,0
28.83,33.75,7.28,73.86,32.54,10.39,0
68.06,33.37,16.45,38.2,31.79,12.68,0
21.52,34.03,15.6,43.1,41.73,36.88,0
41.42,33.05,4.52,97.33,37.28,42.53,0
46.58,32.09,15.11,12.41,30.53,24.31,0
37.7,31.64,6.41,15.63,33.42,15.91,0
87.37,30.69,9.88,42.25,37.57,45.93,0
53.62,31.58,12.6,35.26,39.76,48.72,0
39.95,31.99,5.3,95.96,25.64,14.37,0
41.33,31.53,6.08,88.53,12.31,7.9,0
65.52,30.99,3.34,49.8,33.23,43.19,0
81.3,31.42,5.46,69.29,24.38,10.16,0
36.33,30.79,4.36,39.04,34.4,15.53,0
20.75,30.65,9.96,45.72,15.52,7.41,0
79.12,30.33,14.59,86.78,5.43,48.49,0
94.28,31.01,5.8,49.8,20.93,21.01,0
75.98,32.01,19.85,63.28,25.85,9.05,0
61.36,31.34,14.31,43.64,29.65,47.42,0
41.93,30.94,3.89,80.26,7.79,8.67,0
58.56,30.49,8.72,9.26,48.09,47.88,0
74.86,30.33,11.99,27.56,16.8,27.1,0
41.84,30.4,16.34,50.74,34.47,13.52,0
43.85,30.79,11.0,79.18,39.6,20.94,0
90.6,31.53,12.89,19.1,35.59,9.72,0
58.75,30.57,8.32,10.42,22.14,45.64,0
55.6,30.5,18.69,42.51,24.27,31.04,0
32.65,29.92,1.35,62.93,46.44,9.79,0
47.77,30.8,16.37,30.58,44.69,7.47,0
62.06,29.9,13.52,39.93,40.19,12.5,0
49.66,29.16,17.22,76.72,28.27,30.75,0
83.05,29.92,15.95,67.36,25.98,48.4,0
68.33,29.53,8.06,63.71,30.89,22.74,0
50.53,29.6,11.9,45.67,16.86,39.24,0
25.08,30.47,8.0,89.07,38.99,19.55,0
25.75,30.19,19.26,28.34,5.41,24.52,0
60.43,29.49,16.14,85.03,23.06,24.34,0
23.57,28.88,13.18,11.12,38.02,29.26,0
60.46,28.18,4.48,46.68,40.98,25.79,0
74.29,28.88,4.55,75.16,26.57,25.42,0
73.15,28.97,1.63,33.14,44.19,5.82,0
74.59,29.62,12.82,77.25,37.66,36.14,0
9.72,29.16,0.2,0.47,1.43,1.75,1
5.2,30.14,0.47,0.58,0.36,1.33,1
12.37,30.92,0.37,0.21,1.75,1.05,1
5.01,31.84,0.03,0.48,0.54,1.43,1
10.4,32.26,0.44,0.45,1.54,1.69,1
7.67,33.16,0.31,0.7,0.51,1.62,1
7.03,33.92,0.35,0.74,1.32,1.09,1
6.79,33.2,0.03,0.84,1.35,1.7,1
0.56,33.62,0.47,0.15,1.62,1.65,1
2.06,33.5,0.33,0.89,0.85,0.83,1
1.33,34.01,0.45,0.87,2.0,1.17,1
3.12,34.88,0.33,0.65,1.8,1.66,1
13.05,34.64,0.43,0.06,1.69,1.21,1
0.94,35.47,0.34,0.33,0.94,1.36,1
12.4,34.69,0.23,0.39,0.48,0.74,1
14.57,34.75,0.29,0.13,0.71,1.09,1
0.63,34.91,0.48,0.28,0.03,0.15,1
2.15,34.54,0.02,0.38,1.25,0.22,1
6.32,34.58,0.08,0.51,0.17,0.09,1
3.79,35.21,0.05,0.42,1.83,1.45,1
13.09,34.58,0.49,0.76,1.22,0.73,1
10.33,34.44,0.5,0.47,1.45,0.99,1
6.21,35.21,0.25,0.37,1.5,1.75,1
3.49,34.81,0.45,0.34,0.62,1.45,1
0.89,35.13,0.19,0.72,0.65,1.26,1
11.03,35.0,0.45,0.43,0.33,0.64,1
10.74,35.46,0.01,0.32,1.56,1.34,1
12.2,35.6,0.39,0.68,0.88,1.97,1
3.12,34.77,0.15,0.69,1.85,0.36,1
13.23,34.43,0.46,0.28,0.75,1.32,1
13.17,33.65,0.05,0.04,0.42,0.57,1
1.08,33.99,0.38,0.16,1.83,0.74,1
3.46,34.51,0.12,0.57,1.12,1.54,1
10.09,35.15,0.22,0.89,1.25,1.98,1
0.76,35.72,0.16,0.57,1.44,1.1,1
4.31,35.37,0.09,0.05,1.15,1.38,1
9.24,35.71,0.03,0.1,1.4,0.74,1
12.49,36.26,0.43,0.17,0.97,1.47,1
11.79,35.9,0.11,0.19,1.18,1.48,1
1.66,35.53,0.36,0.3,0.33,0.3,1
8.93,35.85,0.18,0.02,0.19,0.58,1
1.57,34.98,0.28,0.12,0.42,0.34,1
10.1,34.6,0.23,0.83,0.2,0.29,1
11.51,35.48,0.15,0.41,0.6,0.16,1
8.27,35.76,0.39,0.66,1.03,0.18,1
2.42,36.1,0.21,0.63,1.56,1.37,1
2.32,35.63,0.17,0.04,1.44,1.91,1
1.41,36.58,0.24,0.86,1.1,0.09,1
12.45,36.5,0.07,0.92,0.9,0.74,1
12.54,36.99,0.33,0.06,1.92,0.3,1
67.71,37.3,4.56,21.22,44.16,23.89,0
57.81,38.02,14.82,50.53,17.93,21.35,0
55.1,39.02,5.06,93.79,40.85,7.5,0
72.12,38.5,4.05,27.53,36.16,40.09,0
39.27,38.86,6.84,61.81,12.73,9.69,0
78.43,39.78,10.52,39.56,24.44,22.48,0
77.61,39.71,4.95,41.5,29.48,32.58,0
80.76,40.27,15.58,52.99,43.45,38.8,0
91.73,41.12,6.06,30.43,45.0,39.75,0
24.73,40.38,12.93,18.74,27.68,12.01,0
20.91,39.72,12.97,39.11,9.73,19.53,0
90.63,40.14,7.08,36.73,42.79,34.15,0
67.7,40.31,18.98,24.67,49.51,42.39,0
69.68,40.38,13.33,10.55,14.81,48.27,0
48.38,40.85,15.48,54.83,5.59,38.13,0
32.39,41.05,19.18,26.27,25.6,10.16,0
48.16,41.2,7.71,83.56,5.43,40.91,0
93.96,41.88,12.2,10.26,7.28,44.74,0
45.94,42.85,12.74,51.51,48.52,47.75,0
84.98,43.77,18.28,25.64,42.4,36.9,0
62.84,43.56,2.62,61.75,35.9,14.91,0
64.89,44.06,8.11,40.62,10.99,47.33,0
20.09,44.28,15.55,75.28,5.44,21.63,0
53.96,43.76,15.78,45.42,11.92,48.94,0
73.83,43.66,3.72,36.26,24.89,13.65,0
31.79,43.03,11.62,68.05,7.81,44.2,0
36.9,43.64,13.57,49.53,27.47,10.77,0
66.28,42.86,3.57,40.53,41.47,30.58,0
47.96,42.72,5.61,54.16,42.95,24.63,0
87.9,42.88,11.95,58.79,16.79,32.35,0
49.76,42.8,19.82,88.78,38.73,29.18,0
33.87,42.1,6.81,78.53,25.42,44.7,0
58.13,41.33,13.29,54.1,45.02,49.53,0
29.75,41.14,3.48,69.71,21.77,38.0,0
67.07,40.96,15.63,57.08,29.28,8.97,0
60.93,40.71,9.78,90.57,45.79,41.99,0
73.8,40.38,8.51,27.1,20.43,8.19,0
54.56,39.76,19.15,34.77,45.61,15.3,0
58.92,39.42,13.78,9.21,14.95,25.51,0
73.45,39.88,10.71,20.23,45.25,18.18,0
78.49,40.24,19.3,52.36,32.71,20.07,0
54.75,40.94,9.32,86.27,7.26,44.69,0
57.98,41.12,10.31,39.37,49.74,10.0,0
71.13,40.87,18.75,79.12,33.97,10.26,0
30.41,40.88,17.74,76.21,39.09,34.35,0
31.25,41.29,7.26,18.01,37.62,12.21,0
71.92,41.69,9.73,17.85,19.17,19.4,0
28.53,42.03,16.75,77.3,13.38,37.36,0
76.11,42.61,4.59,19.97,15.64,21.46,0
75.34,42.17,18.58,10.57,5.52,36.46,0
5.08,42.44,0.27,0.1,1.29,0.65,1
12.53,41.85,0.09,0.93,1.06,1.85,1
9.11,42.68,0.2,0.77,1.21,0.99,1
5.72,42.65,0.11,0.61,1.25,0.88,1
14.4,43.1,0.37,0.11,0.42,1.95,1
13.73,43.21,0.15,0.74,1.43,0.59,1
9.45,43.81,0.24,0.83,1.67,1.7,1
7.37,43.83,0.19,0.83,0.98,0.49,1
2.21,44.38,0.35,0.34,0.52,1.91,1
11.83,45.3,0.31,0.84,1.52,1.2,1
2.95,45.38,0.47,0.4,1.06,0.25,1
9.21,46.37,0.5,0.98,1.93,0.7,1
6.89,47.26,0.43,0.22,1.01,1.93,1
10.29,46.44,0.4,0.18,1.44,1.24,1
1.79,46.16,0.05,0.72,0.28,0.94,1
8.3,45.95,0.35,0.68,1.03,0.93,1
12.94,46.65,0.17,0.26,1.49,0.72,1
4.99,47.28,0.35,0.05,0.77,0.69,1
14.51,47.9,0.23,0.82,1.4,1.93,1
1.25,48.75,0.36,0.54,0.03,0.5,1
13.9,48.32,0.4,0.98,1.61,0.02,1
0.56,49.05,0.05,0.22,1.01,1.7,1
9.28,48.6,0.46,0.5,1.78,0.91,1
13.75,49.59,0.19,0.5,0.66,1.33,1
0.48,50.11,0.45,0.0,0.73,0.34,1
0.85,49.54,0.28,0.29,0.27,1.54,1
3.43,49.02,0.14,0.59,1.32,0.04,1
6.52,48.7,0.17,0.88,1.58,1.25,1
10.54,48.84,0.42,0.59,1.57,1.5,1
4.75,49.49,0.37,0.21,1.56,1.61,1
7.15,49.79,0.1,0.1,1.49,1.77,1
2.25,50.34,0.47,0.99,0.87,1.19,1
11.07,51.12,0.48,0.11,1.16,1.38,1
13.12,50.97,0.49,0.51,1.66,0.85,1
3.87,51.6,0.41,0.99,0.51,0.11,1
9.34,50.77,0.48,0.25,0.14,0.98,1
4.0,50.33,0.06,0.22,0.21,1.91,1
6.71,50.99,0.45,0.68,1.24,1.41,1
13.18,51.75,0.32,0.89,1.07,0.55,1
8.17,51.24,0.45,0.04,0.8,1.9,1
14.13,51.98,0.48,0.88,1.13,1.29,1
11.66,51.1,0.32,0.98,1.37,1.95,1
2.17,52.05,0.23,0.38,1.57,0.32,1
4.79,51.35,0.21,0.27,1.16,0.12,1
11.21,51.23,0.09,0.24,1.59,0.19,1
0.44,52.04,0.17,0.7,0.18,1.78,1
1.66,51.86,0.5,0.3,0.17,0.01,1
9.48,52.33,0.17,0.84,1.43,0.7,1
14.11,52.41,0.05,0.31,0.93,1.0,1
4.58,52.37,0.33,0.65,1.16,0.23,1
46.72,52.25,10.33,92.58,26.62,5.63,0
81.55,52.37,15.82,53.77,16.24,25.93,0
94.99,53.0,13.24,70.96,27.12,20.95,0
57.12,52.09,19.9,48.43,8.06,35.72,0
38.79,52.33,7.72,75.25,27.24,6.29,0
50.86,52.85,18.51,52.46,36.9,14.85,0
74.07,52.04,18.18,8.21,25.14,35.56,0
50.8,52.47,18.9,46.41,49.34,7.56,0
63.58,52.86,10.51,97.23,10.83,45.32,0
39.42,53.56,18.13,45.78,41.64,22.5,0
67.75,52.9,3.68,66.72,13.61,23.54,0
21.65,52.39,5.03,55.96,26.67,27.57,0
71.39,52.82,14.38,39.01,44.65,33.98,0
40.8,52.57,1.01,87.21,42.01,10.54,0
69.6,51.76,13.39,86.73,11.31,24.35,0
49.22,50.88,1.29,90.34,28.72,43.24,0
37.06,50.29,5.93,41.74,41.13,22.4,0
24.87,50.66,2.51,77.2,25.02,37.68,0
30.15,49.81,3.71,76.76,37.46,22.01,0
20.91,49.05,6.47,5.88,15.35,23.88,0
27.82,49.41,18.03,60.62,47.05,20.56,0
35.35,49.52,12.75,17.31,5.09,46.92,0
89.52,49.65,7.34,36.14,23.03,36.77,0
89.4,49.67,1.48,72.28,19.86,13.11,0
57.88,49.31,3.6,24.18,23.37,23.4,0
31.14,50.3,1.08,97.17,47.46,26.76,0
70.52,50.98,2.31,16.18,46.22,33.35,0
87.37,50.36,9.51,9.61,13.47,8.0,0
50.79,50.3,3.25,20.84,25.06,20.31,0
52.19,51.0,13.25,94.03,9.85,9.47,0
57.98,51.27,15.56,25.47,42.3,46.57,0
27.94,51.87,18.01,80.29,38.79,6.65,0
30.35,52.09,5.23,59.83,16.92,34.76,0
28.11,51.77,13.46,92.78,12.25,31.87,0
54.47,52.02,6.45,38.64,6.3,49.17,0
57.55,51.95,8.29,56.24,22.1,21.2,0
40.7,51.01,4.42,57.88,42.92,11.88,0
38.51,50.9,19.61,83.73,31.81,46.82,0
93.75,51.16,6.63,27.83,33.71,22.02,0
42.87,51.92,12.74,31.2,7.29,46.05,0
92.81,51.3,14.61,69.86,30.16,10.67,0
41.71,51.73,17.91,21.43,46.53,28.53,0
28.27,51.13,6.11,96.06,16.98,18.34,0
29.68,50.37,5.43,66.02,25.49,29.92,0
80.16,50.96,15.9,7.05,22.26,8.09,0
75.3,50.7,18.14,27.46,25.53,13.3,0
59.17,50.24,2.01,72.91,29.45,42.3,0
87.75,50.39,19.98,92.33,40.01,41.56,0
34.26,49.93,13.86,72.71,49.34,29.36,0
71.28,49.27,19.61,21.84,19.67,29.38,0
0.43,49.8,0.17,0.87,0.09,0.86,1
14.3,50.29,0.49,0.42,1.9,0.07,1
9.68,50.01,0.12,0.51,0.26,1.74,1
9.43,50.93,0.08,0.21,1.98,1.51,1
4.51,51.4,0.08,0.5,0.99,0.35,1
5.49,51.36,0.09,0.33,1.13,1.45,1
7.93,50.39,0.07,0.91,1.86,1.37,1
8.1,49.52,0.31,0.99,1.99,1.72,1
14.3,49.45,0.31,0.8,0.81,0.64,1
2.29,48.7,0.18,0.86,0.08,0.3,1
6.11,49.46,0.5,0.17,0.29,1.83,1
0.58,50.45,0.38,0.66,1.54,0.99,1
0.75,50.57,0.12,0.4,0.9,1.84,1
0.77,50.84,0.2,0.42,1.93,1.2,1
